dataset,variable,label,description
Demographic Surveys,musicpref12_5,NA,NA
Demographic Surveys,musicpref13_5,NA,NA
Demographic Surveys,musicpref14_5,NA,NA
Demographic Surveys,musicpref15_5,NA,NA
Demographic Surveys,musicpref16_5,NA,NA
Demographic Surveys,musicpref17_5,NA,NA
Demographic Surveys,musicpref18_5,NA,NA
Demographic Surveys,musicpref19_5,NA,NA
Demographic Surveys,musicpref20_5,NA,NA
Demographic Surveys,musicpref21_5,NA,NA
Demographic Surveys,musicpref22_5,NA,NA
Demographic Surveys,musicprefother_5,NA,NA
Demographic Surveys,booksread_5,NA,NA
Demographic Surveys,typebookread1_5,NA,NA
Demographic Surveys,typebookread2_5,NA,NA
Demographic Surveys,typebookread3_5,NA,NA
Demographic Surveys,typebookread4_5,NA,NA
Demographic Surveys,typebookread5_5,NA,NA
Demographic Surveys,typebookread6_5,NA,NA
Demographic Surveys,typebookread7_5,NA,NA
Demographic Surveys,typebookread8_5,NA,NA
Demographic Surveys,typebookread9_5,NA,NA
Demographic Surveys,typebookreadother_5,NA,NA
Demographic Surveys,interestitems1_5,NA,NA
Demographic Surveys,interestitems2_5,NA,NA
Demographic Surveys,interestitems3_5,NA,NA
Demographic Surveys,interestitems4_5,NA,NA
Demographic Surveys,interestitems5_5,NA,NA
Demographic Surveys,interestitems6_5,NA,NA
Demographic Surveys,election2012_5,NA,NA
Demographic Surveys,selfrelig_5,NA,NA
Demographic Surveys,occupationmom_5,NA,NA
Demographic Surveys,occupationdad_5,NA,NA
Demographic Surveys,occupationstudent_5,NA,NA
Demographic Surveys,parentsmarriage_5,NA,NA
Demographic Surveys,v421,firstname_5,NA
Demographic Surveys,v422,lastname_5,NA
Demographic Surveys,emailaddress_5,NA,NA
Demographic Surveys,token_5,NA,NA
Demographic Surveys,extraversion_5,NA,NA
Demographic Surveys,agreeableness_5,NA,NA
Demographic Surveys,conscientiousness_5,NA,NA
Demographic Surveys,neuroticism_5,NA,NA
Demographic Surveys,openness_5,NA,NA
Demographic Surveys,completed_4,NA,NA
Demographic Surveys,firstname_4,FirstName_4,NA
Demographic Surveys,lastname_4,LastName_4,NA
Demographic Surveys,id_4,NA,NA
Demographic Surveys,_merge_4,NA,NA
Demographic Surveys,lastpageseen_4,NA,NA
Demographic Surveys,startlanguage_4,NA,NA
Demographic Surveys,namenetidsq004_4,NA,NA
Demographic Surveys,spring2012grade_4,NA,NA
Demographic Surveys,semwork_4,NA,NA
Demographic Surveys,clubs1_4,NA,NA
Demographic Surveys,clubs2_4,NA,NA
Demographic Surveys,clubs3_4,NA,NA
Demographic Surveys,clubs4_4,NA,NA
Demographic Surveys,clubs5_4,NA,NA
Demographic Surveys,clubs6_4,NA,NA
Demographic Surveys,clubs7_4,NA,NA
Demographic Surveys,clubs8_4,NA,NA
Demographic Surveys,clubs9_4,NA,NA
Demographic Surveys,clubs10_4,NA,NA
Demographic Surveys,major_4,NA,NA
Demographic Surveys,weight_4,NA,NA
Demographic Surveys,health_4,NA,NA
Demographic Surveys,happy_4,NA,NA
Demographic Surveys,iamsomeonewho1_4,NA,NA
Demographic Surveys,iamsomeonewho2r_4,NA,NA
Demographic Surveys,iamsomeonewho3_4,NA,NA
Demographic Surveys,iamsomeonewho4_4,NA,NA
Demographic Surveys,iamsomeonewho5_4,NA,NA
Demographic Surveys,iamsomeonewho6r_4,NA,NA
Demographic Surveys,iamsomeonewho7_4,NA,NA
Demographic Surveys,iamsomeonewho8r_4,NA,NA
Demographic Surveys,iamsomeonewho9r_4,NA,NA
Demographic Surveys,iamsomeonewho10_4,NA,NA
Demographic Surveys,iamsomeonewho11_4,NA,NA
Demographic Surveys,iamsomeonewho12r_4,NA,NA
Demographic Surveys,iamsomeonewho13_4,NA,NA
Demographic Surveys,iamsomeonewho14_4,NA,NA
Demographic Surveys,iamsomeonewho15_4,NA,NA
Demographic Surveys,iamsomeonewho16_4,NA,NA
Demographic Surveys,iamsomeonewho17_4,NA,NA
Demographic Surveys,iamsomeonewho18r_4,NA,NA
Demographic Surveys,iamsomeonewho19_4,NA,NA
Demographic Surveys,iamsomeonewho20_4,NA,NA
Demographic Surveys,iamsomeonewho21r_4,NA,NA
Demographic Surveys,iamsomeonewho22_4,NA,NA
Demographic Surveys,iamsomeonewho23r_4,NA,NA
Demographic Surveys,iamsomeonewho24r_4,NA,NA
Demographic Surveys,iamsomeonewho25_4,NA,NA
Demographic Surveys,iamsomeonewho26_4,NA,NA
Demographic Surveys,iamsomeonewho27r_4,NA,NA
Demographic Surveys,iamsomeonewho28_4,NA,NA
Demographic Surveys,iamsomeonewho29_4,NA,NA
Demographic Surveys,iamsomeonewho30_4,NA,NA
Demographic Surveys,iamsomeonewho31r_4,NA,NA
Demographic Surveys,iamsomeonewho32_4,NA,NA
Demographic Surveys,iamsomeonewho33_4,NA,NA
Demographic Surveys,iamsomeonewho34r_4,NA,NA
Demographic Surveys,iamsomeonewho35r_4,NA,NA
Demographic Surveys,iamsomeonewho36_4,NA,NA
Demographic Surveys,iamsomeonewho37r_4,NA,NA
Demographic Surveys,iamsomeonewho38_4,NA,NA
Demographic Surveys,iamsomeonewho39_4,NA,NA
Demographic Surveys,iamsomeonewho40_4,NA,NA
Demographic Surveys,iamsomeonewho41r_4,NA,NA
Demographic Surveys,iamsomeonewho42_4,NA,NA
Demographic Surveys,iamsomeonewho43r_4,NA,NA
Demographic Surveys,iamsomeonewho44_4,NA,NA
Demographic Surveys,wellbeing1_4,NA,NA
Demographic Surveys,wellbeing2_4,NA,NA
Demographic Surveys,wellbeing3_4,NA,NA
Demographic Surveys,wellbeing4_4,NA,NA
Demographic Surveys,wellbeing5_4,NA,NA
Demographic Surveys,activity1_4,NA,NA
Demographic Surveys,activity2_4,NA,NA
Demographic Surveys,activity3_4,NA,NA
Demographic Surveys,activity4_4,NA,NA
Demographic Surveys,activity5_4,NA,NA
Demographic Surveys,activity6_4,NA,NA
Demographic Surveys,activity7_4,NA,NA
Demographic Surveys,activity8_4,NA,NA
Demographic Surveys,activity9_4,NA,NA
Demographic Surveys,activity10_4,NA,NA
Demographic Surveys,activity11_4,NA,NA
Demographic Surveys,activity12_4,NA,NA
Demographic Surveys,activity13_4,NA,NA
Demographic Surveys,activity14_4,NA,NA
Demographic Surveys,timeperweekactivea_4,NA,NA
Demographic Surveys,timeperweekactiveb_4,NA,NA
Demographic Surveys,timeperweekactivec_4,NA,NA
Demographic Surveys,timeperweekactived_4,NA,NA
Demographic Surveys,timeperweekactivee_4,NA,NA
Demographic Surveys,timeperweekactivef_4,NA,NA
Demographic Surveys,timeperweekactiveg_4,NA,NA
Demographic Surveys,timeperweekactiveh_4,NA,NA
Demographic Surveys,timeperweekactivei_4,NA,NA
Demographic Surveys,timeperweekactivej_4,NA,NA
Demographic Surveys,timeperweekactivek_4,NA,NA
Demographic Surveys,timeperweekactivel_4,NA,NA
Demographic Surveys,timeperweekactivem_4,NA,NA
Demographic Surveys,timeperweekactiven_4,NA,NA
Demographic Surveys,importance1_4,NA,NA
Demographic Surveys,importance2_4,NA,NA
Demographic Surveys,importance3_4,NA,NA
Demographic Surveys,importance4_4,NA,NA
Demographic Surveys,importance5_4,NA,NA
Demographic Surveys,importance6_4,NA,NA
Demographic Surveys,importance7_4,NA,NA
Demographic Surveys,importance8_4,NA,NA
Demographic Surveys,importance9_4,NA,NA
Demographic Surveys,importance10_4,NA,NA
Demographic Surveys,importance11_4,NA,NA
Demographic Surveys,importance12_4,NA,NA
Demographic Surveys,importance13_4,NA,NA
Demographic Surveys,importance14_4,NA,NA
Demographic Surveys,importance15_4,NA,NA
Demographic Surveys,importance16_4,NA,NA
Demographic Surveys,guesschance1_4,NA,NA
Demographic Surveys,guesschance2_4,NA,NA
Demographic Surveys,guesschance3_4,NA,NA
Demographic Surveys,guesschance4_4,NA,NA
Demographic Surveys,guesschance5_4,NA,NA
Demographic Surveys,guesschance6_4,NA,NA
Demographic Surveys,guesschance7_4,NA,NA
Demographic Surveys,guesschance8_4,NA,NA
Demographic Surveys,guesschance9_4,NA,NA
Demographic Surveys,guesschance10_4,NA,NA
Demographic Surveys,guesschance11_4,NA,NA
Demographic Surveys,guesschance12_4,NA,NA
Demographic Surveys,guesschance13_4,NA,NA
Demographic Surveys,guesschance14_4,NA,NA
Demographic Surveys,political_4,NA,NA
Demographic Surveys,deathpen_4,NA,NA
Demographic Surveys,marijuana_4,NA,NA
Demographic Surveys,abortion_4,NA,NA
Demographic Surveys,homosexual_4,NA,NA
Demographic Surveys,gaymarriage_4,NA,NA
Demographic Surveys,premaritalsex_4,NA,NA
Demographic Surveys,euthanasia_4,NA,NA
Demographic Surveys,fswelfare_4,NA,NA
Demographic Surveys,fssocsec_4,NA,NA
Demographic Surveys,healthins_4,NA,NA
Demographic Surveys,jobguar_4,NA,NA
Demographic Surveys,govnservices_4,NA,NA
Demographic Surveys,toomucheqrights_4,NA,NA
Demographic Surveys,eqchances_4,NA,NA
Demographic Surveys,moreeqchances1_4,NA,NA
Demographic Surveys,lesseq_4,NA,NA
Demographic Surveys,racediscrim_4,NA,NA
Demographic Surveys,musicpref1_4,NA,NA
Demographic Surveys,musicpref2_4,NA,NA
Demographic Surveys,musicpref3_4,NA,NA
Demographic Surveys,musicpref4_4,NA,NA
Demographic Surveys,musicpref5_4,NA,NA
Demographic Surveys,musicpref6_4,NA,NA
Demographic Surveys,musicpref7_4,NA,NA
Demographic Surveys,musicpref8_4,NA,NA
Demographic Surveys,musicpref9_4,NA,NA
Demographic Surveys,musicpref10_4,NA,NA
Demographic Surveys,musicpref11_4,NA,NA
Demographic Surveys,musicpref12_4,NA,NA
Demographic Surveys,musicpref13_4,NA,NA
Demographic Surveys,musicpref14_4,NA,NA
Demographic Surveys,musicpref15_4,NA,NA
Demographic Surveys,musicpref16_4,NA,NA
Demographic Surveys,musicpref17_4,NA,NA
Demographic Surveys,musicpref18_4,NA,NA
Demographic Surveys,musicpref19_4,NA,NA
Demographic Surveys,musicpref20_4,NA,NA
Demographic Surveys,musicpref21_4,NA,NA
Demographic Surveys,musicpref22_4,NA,NA
Demographic Surveys,musicprefother_4,NA,NA
Demographic Surveys,culturalevents1_4,NA,NA
Demographic Surveys,culturalevents2_4,NA,NA
Demographic Surveys,culturalevents3_4,NA,NA
Demographic Surveys,culturalevents4_4,NA,NA
Demographic Surveys,culturalevents5_4,NA,NA
Demographic Surveys,culturalevents6_4,NA,NA
Demographic Surveys,culturalevents7_4,NA,NA
Demographic Surveys,culturalevents8_4,NA,NA
Demographic Surveys,culturalevents9_4,NA,NA
Demographic Surveys,culturalevents10_4,NA,NA
Demographic Surveys,culturalevents11_4,NA,NA
Demographic Surveys,culturalevents12_4,NA,NA
Demographic Surveys,booksread_4,NA,NA
Demographic Surveys,typebookread1_4,NA,NA
Demographic Surveys,typebookread2_4,NA,NA
Demographic Surveys,typebookread3_4,NA,NA
Demographic Surveys,typebookread4_4,NA,NA
Demographic Surveys,typebookread5_4,NA,NA
Demographic Surveys,typebookread6_4,NA,NA
Demographic Surveys,typebookread7_4,NA,NA
Demographic Surveys,typebookread8_4,NA,NA
Demographic Surveys,typebookread9_4,NA,NA
Demographic Surveys,typebookreadother_4,NA,NA
Demographic Surveys,landmarks1_4,NA,NA
Demographic Surveys,landmarks2_4,NA,NA
Demographic Surveys,landmarks3_4,NA,NA
Demographic Surveys,landmarks4_4,NA,NA
Demographic Surveys,landmarks5_4,NA,NA
Demographic Surveys,interestitems1_4,NA,NA
Demographic Surveys,interestitems2_4,NA,NA
Demographic Surveys,interestitems3_4,NA,NA
Demographic Surveys,interestitems4_4,NA,NA
Demographic Surveys,interestitems5_4,NA,NA
Demographic Surveys,interestitems6_4,NA,NA
Demographic Surveys,usesocnetwork1_4,NA,NA
Demographic Surveys,usesocnetwork2_4,NA,NA
Demographic Surveys,usesocnetwork3_4,NA,NA
Demographic Surveys,usesocnetwork4_4,NA,NA
Demographic Surveys,usesocnetwork5_4,NA,NA
Demographic Surveys,usesocnetwork6_4,NA,NA
Demographic Surveys,usesocnetwork7_4,NA,NA
Demographic Surveys,usesocnetwork8_4,NA,NA
Demographic Surveys,usesocnetworkother_4,NA,NA
Demographic Surveys,contacts_4,NA,NA
Demographic Surveys,netsenseprojectqualsq002_4,NA,NA
Demographic Surveys,netsenseprojectqualsq003_4,NA,NA
Demographic Surveys,netsenseprojectqualsq001_4,NA,NA
Demographic Surveys,quizreaction_4,NA,NA
Demographic Surveys,selfrelig_4,NA,NA
Demographic Surveys,occupationmom_4,NA,NA
Demographic Surveys,occupationdad_4,NA,NA
Demographic Surveys,occupationstudent_4,NA,NA
Demographic Surveys,parentsmarriage_4,NA,NA
Demographic Surveys,leveledu1_4,NA,NA
Demographic Surveys,leveledu2_4,NA,NA
Demographic Surveys,v657,firstname_4,NA
Demographic Surveys,v658,lastname_4,NA
Demographic Surveys,emailaddress_4,NA,NA
Demographic Surveys,token_4,NA,NA
Demographic Surveys,extraversion_4,NA,NA
Demographic Surveys,agreeableness_4,NA,NA
Demographic Surveys,conscientiousness_4,NA,NA
Demographic Surveys,neuroticism_4,NA,NA
Demographic Surveys,openness_4,NA,NA
Demographic Surveys,completed_3,NA,NA
Demographic Surveys,firstname_3,FirstName_3,NA
Demographic Surveys,lastname_3,LastName_3,NA
Demographic Surveys,id_3,NA,NA
Demographic Surveys,lastpageseen_3,NA,NA
Demographic Surveys,startlanguage_3,NA,NA
Demographic Surveys,netid_3,NA,NA
Demographic Surveys,semwork_3,NA,NA
Demographic Surveys,clubs1_3,NA,NA
Demographic Surveys,clubs2_3,NA,NA
Demographic Surveys,clubs3_3,NA,NA
Demographic Surveys,clubs4_3,NA,NA
Demographic Surveys,clubs5_3,NA,NA
Demographic Surveys,clubs6_3,NA,NA
Demographic Surveys,clubs7_3,NA,NA
Demographic Surveys,clubs8_3,NA,NA
Demographic Surveys,clubs9_3,NA,NA
Demographic Surveys,clubs10_3,NA,NA
Demographic Surveys,semclasses1_3,NA,NA
Demographic Surveys,semclasses2_3,NA,NA
Demographic Surveys,semclasses3_3,NA,NA
Demographic Surveys,semclasses4_3,NA,NA
Demographic Surveys,semclasses5_3,NA,NA
Demographic Surveys,semclasses6_3,NA,NA
Demographic Surveys,semclasses7_3,NA,NA
Demographic Surveys,major_3,NA,NA
Demographic Surveys,weight_3,NA,NA
Demographic Surveys,health_3,NA,NA
Demographic Surveys,happy_3,NA,NA
Demographic Surveys,iamsomeonewho1_3,NA,NA
Demographic Surveys,iamsomeonewho2r_3,NA,NA
Demographic Surveys,iamsomeonewho3_3,NA,NA
Demographic Surveys,iamsomeonewho4_3,NA,NA
Demographic Surveys,iamsomeonewho5_3,NA,NA
Demographic Surveys,iamsomeonewho6r_3,NA,NA
Demographic Surveys,iamsomeonewho7_3,NA,NA
Demographic Surveys,iamsomeonewho8r_3,NA,NA
Demographic Surveys,iamsomeonewho9r_3,NA,NA
Demographic Surveys,iamsomeonewho10_3,NA,NA
Demographic Surveys,iamsomeonewho11_3,NA,NA
Demographic Surveys,iamsomeonewho12r_3,NA,NA
Demographic Surveys,iamsomeonewho13_3,NA,NA
Demographic Surveys,iamsomeonewho14_3,NA,NA
Demographic Surveys,iamsomeonewho15_3,NA,NA
Demographic Surveys,iamsomeonewho16_3,NA,NA
Demographic Surveys,iamsomeonewho17_3,NA,NA
Demographic Surveys,iamsomeonewho18r_3,NA,NA
Demographic Surveys,iamsomeonewho19_3,NA,NA
Demographic Surveys,iamsomeonewho20_3,NA,NA
Demographic Surveys,iamsomeonewho21r_3,NA,NA
Demographic Surveys,iamsomeonewho22_3,NA,NA
Demographic Surveys,iamsomeonewho23r_3,NA,NA
Demographic Surveys,iamsomeonewho24r_3,NA,NA
Demographic Surveys,iamsomeonewho25_3,NA,NA
Demographic Surveys,iamsomeonewho26_3,NA,NA
Demographic Surveys,iamsomeonewho27r_3,NA,NA
Demographic Surveys,iamsomeonewho28_3,NA,NA
Demographic Surveys,iamsomeonewho29_3,NA,NA
Demographic Surveys,iamsomeonewho30_3,NA,NA
Demographic Surveys,iamsomeonewho31r_3,NA,NA
Demographic Surveys,iamsomeonewho32_3,NA,NA
Demographic Surveys,iamsomeonewho33_3,NA,NA
Demographic Surveys,iamsomeonewho34r_3,NA,NA
Demographic Surveys,iamsomeonewho35r_3,NA,NA
Demographic Surveys,iamsomeonewho36_3,NA,NA
Demographic Surveys,iamsomeonewho37r_3,NA,NA
Demographic Surveys,iamsomeonewho38_3,NA,NA
Demographic Surveys,iamsomeonewho39_3,NA,NA
Demographic Surveys,iamsomeonewho40_3,NA,NA
Demographic Surveys,iamsomeonewho41r_3,NA,NA
Demographic Surveys,iamsomeonewho42_3,NA,NA
Demographic Surveys,iamsomeonewho43r_3,NA,NA
Demographic Surveys,iamsomeonewho44_3,NA,NA
Demographic Surveys,wellbeing1_3,NA,NA
Demographic Surveys,wellbeing2_3,NA,NA
Demographic Surveys,wellbeing3_3,NA,NA
Demographic Surveys,wellbeing4_3,NA,NA
Demographic Surveys,wellbeing5_3,NA,NA
Demographic Surveys,activity1_3,NA,NA
Demographic Surveys,activity2_3,NA,NA
Demographic Surveys,activity3_3,NA,NA
Demographic Surveys,activity4_3,NA,NA
Demographic Surveys,activity5_3,NA,NA
Demographic Surveys,activity6_3,NA,NA
Demographic Surveys,activity7_3,NA,NA
Demographic Surveys,activity8_3,NA,NA
Demographic Surveys,activity9_3,NA,NA
Demographic Surveys,activity10_3,NA,NA
Demographic Surveys,activity11_3,NA,NA
Demographic Surveys,activity12_3,NA,NA
Demographic Surveys,activity13_3,NA,NA
Demographic Surveys,activity14_3,NA,NA
Demographic Surveys,timeperweekactivea_3,NA,NA
Demographic Surveys,timeperweekactiveb_3,NA,NA
Demographic Surveys,timeperweekactivec_3,NA,NA
Demographic Surveys,timeperweekactived_3,NA,NA
Demographic Surveys,timeperweekactivee_3,NA,NA
Demographic Surveys,timeperweekactivef_3,NA,NA
Demographic Surveys,timeperweekactiveg_3,NA,NA
Demographic Surveys,timeperweekactiveh_3,NA,NA
Demographic Surveys,timeperweekactivei_3,NA,NA
Demographic Surveys,timeperweekactivej_3,NA,NA
Demographic Surveys,timeperweekactivek_3,NA,NA
Demographic Surveys,timeperweekactivel_3,NA,NA
Demographic Surveys,timeperweekactivem_3,NA,NA
Demographic Surveys,timeperweekactiven_3,NA,NA
Demographic Surveys,importance1_3,NA,NA
Demographic Surveys,importance2_3,NA,NA
Demographic Surveys,importance3_3,NA,NA
Demographic Surveys,importance4_3,NA,NA
Demographic Surveys,importance5_3,NA,NA
Demographic Surveys,importance6_3,NA,NA
Demographic Surveys,importance7_3,NA,NA
Demographic Surveys,importance8_3,NA,NA
Demographic Surveys,importance9_3,NA,NA
Demographic Surveys,importance10_3,NA,NA
Demographic Surveys,importance11_3,NA,NA
Demographic Surveys,importance12_3,NA,NA
Demographic Surveys,importance13_3,NA,NA
Demographic Surveys,importance14_3,NA,NA
Demographic Surveys,importance15_3,NA,NA
Demographic Surveys,importance16_3,NA,NA
Demographic Surveys,guesschance1_3,NA,NA
Demographic Surveys,guesschance2_3,NA,NA
Demographic Surveys,guesschance3_3,NA,NA
Demographic Surveys,guesschance4_3,NA,NA
Demographic Surveys,guesschance5_3,NA,NA
Demographic Surveys,guesschance6_3,NA,NA
Demographic Surveys,guesschance7_3,NA,NA
Demographic Surveys,guesschance8_3,NA,NA
Demographic Surveys,guesschance9_3,NA,NA
Demographic Surveys,guesschance10_3,NA,NA
Demographic Surveys,guesschance11_3,NA,NA
Demographic Surveys,guesschance12_3,NA,NA
Demographic Surveys,guesschance13_3,NA,NA
Demographic Surveys,guesschance14_3,NA,NA
Demographic Surveys,political_3,NA,NA
Demographic Surveys,deathpen_3,NA,NA
Demographic Surveys,marijuana_3,NA,NA
Demographic Surveys,abortion_3,NA,NA
Demographic Surveys,homosexual_3,NA,NA
Demographic Surveys,gaymarriage_3,NA,NA
Demographic Surveys,premaritalsex_3,NA,NA
Demographic Surveys,euthanasia_3,NA,NA
Demographic Surveys,fswelfare_3,NA,NA
Demographic Surveys,fssocsec_3,NA,NA
Demographic Surveys,healthins_3,NA,NA
Demographic Surveys,jobguar_3,NA,NA
Demographic Surveys,govnservices_3,NA,NA
Demographic Surveys,toomucheqrights_3,NA,NA
Demographic Surveys,eqchances_3,NA,NA
Demographic Surveys,moreeqchances1_3,NA,NA
Demographic Surveys,lesseq_3,NA,NA
Demographic Surveys,racediscrim_3,NA,NA
Demographic Surveys,musicpref1_3,NA,NA
Demographic Surveys,musicpref2_3,NA,NA
Demographic Surveys,musicpref3_3,NA,NA
Demographic Surveys,musicpref4_3,NA,NA
Demographic Surveys,musicpref5_3,NA,NA
Demographic Surveys,musicpref6_3,NA,NA
Demographic Surveys,musicpref7_3,NA,NA
Demographic Surveys,musicpref8_3,NA,NA
Demographic Surveys,musicpref9_3,NA,NA
Demographic Surveys,musicpref10_3,NA,NA
Demographic Surveys,musicpref11_3,NA,NA
Demographic Surveys,musicpref12_3,NA,NA
Demographic Surveys,musicpref13_3,NA,NA
Demographic Surveys,musicpref14_3,NA,NA
Demographic Surveys,musicpref15_3,NA,NA
Demographic Surveys,musicpref16_3,NA,NA
Demographic Surveys,musicpref17_3,NA,NA
Demographic Surveys,musicpref18_3,NA,NA
Demographic Surveys,musicpref19_3,NA,NA
Demographic Surveys,musicpref20_3,NA,NA
Demographic Surveys,musicpref21_3,NA,NA
Demographic Surveys,musicpref22_3,NA,NA
Demographic Surveys,musicprefother_3,NA,NA
Demographic Surveys,culturalevents1_3,NA,NA
Demographic Surveys,culturalevents2_3,NA,NA
Demographic Surveys,culturalevents3_3,NA,NA
Demographic Surveys,culturalevents4_3,NA,NA
Demographic Surveys,culturalevents5_3,NA,NA
Demographic Surveys,culturalevents6_3,NA,NA
Demographic Surveys,culturalevents7_3,NA,NA
Demographic Surveys,culturalevents8_3,NA,NA
Demographic Surveys,culturalevents9_3,NA,NA
Demographic Surveys,culturalevents10_3,NA,NA
Demographic Surveys,culturalevents11_3,NA,NA
Demographic Surveys,culturalevents12_3,NA,NA
Demographic Surveys,booksread_3,NA,NA
Demographic Surveys,typebookread1_3,NA,NA
Demographic Surveys,typebookread2_3,NA,NA
Demographic Surveys,typebookread3_3,NA,NA
Demographic Surveys,typebookread4_3,NA,NA
Demographic Surveys,typebookread5_3,NA,NA
Demographic Surveys,typebookread6_3,NA,NA
Demographic Surveys,typebookread7_3,NA,NA
Demographic Surveys,typebookread8_3,NA,NA
Demographic Surveys,typebookread9_3,NA,NA
Demographic Surveys,typebookreadother_3,NA,NA
Demographic Surveys,landmarks1_3,NA,NA
Demographic Surveys,landmarks2_3,NA,NA
Demographic Surveys,landmarks3_3,NA,NA
Demographic Surveys,landmarks4_3,NA,NA
Demographic Surveys,landmarks5_3,NA,NA
Demographic Surveys,interestitems1_3,NA,NA
Demographic Surveys,interestitems2_3,NA,NA
Demographic Surveys,interestitems3_3,NA,NA
Demographic Surveys,interestitems4_3,NA,NA
Demographic Surveys,interestitems5_3,NA,NA
Demographic Surveys,interestitems6_3,NA,NA
Demographic Surveys,usesocnetwork1_3,NA,NA
Demographic Surveys,usesocnetwork2_3,NA,NA
Demographic Surveys,usesocnetwork3_3,NA,NA
Demographic Surveys,usesocnetwork4_3,NA,NA
Demographic Surveys,usesocnetwork5_3,NA,NA
Demographic Surveys,usesocnetwork6_3,NA,NA
Demographic Surveys,usesocnetwork7_3,NA,NA
Demographic Surveys,usesocnetwork8_3,NA,NA
Demographic Surveys,usesocnetworkother_3,NA,NA
Demographic Surveys,contacts_3,NA,NA
Demographic Surveys,netsenseprojectqualsq002_3,NA,NA
Demographic Surveys,netsenseprojectqualsq003_3,NA,NA
Demographic Surveys,netsenseprojectqualsq001_3,NA,NA
Demographic Surveys,quizreaction_3,NA,NA
Demographic Surveys,selfrelig_3,NA,NA
Demographic Surveys,occupationmom_3,NA,NA
Demographic Surveys,occupationdad_3,NA,NA
Demographic Surveys,occupationstudent_3,NA,NA
Demographic Surveys,parentsmarriage_3,NA,NA
Demographic Surveys,v896,firstname_3,NA
Demographic Surveys,v897,lastname_3,NA
Demographic Surveys,emailaddress_3,NA,NA
Demographic Surveys,token_3,NA,NA
Demographic Surveys,extraversion_3,NA,NA
Demographic Surveys,agreeableness_3,NA,NA
Demographic Surveys,conscientiousness_3,NA,NA
Demographic Surveys,neuroticism_3,NA,NA
Demographic Surveys,openness_3,NA,NA
Demographic Surveys,completed_2,NA,NA
Demographic Surveys,firstname_2,FirstName_2,NA
Demographic Surveys,lastname_2,LastName_2,NA
Demographic Surveys,id_2,NA,NA
Demographic Surveys,lastpageseen_2,NA,NA
Demographic Surveys,startlanguage_2,NA,NA
Demographic Surveys,netid_2,NA,NA
Demographic Surveys,semwork_2,NA,NA
Demographic Surveys,clubs1_2,NA,NA
Demographic Surveys,clubs2_2,NA,NA
Demographic Surveys,clubs3_2,NA,NA
Demographic Surveys,clubs4_2,NA,NA
Demographic Surveys,clubs5_2,NA,NA
Demographic Surveys,clubs6_2,NA,NA
Demographic Surveys,clubs7_2,NA,NA
Demographic Surveys,clubs8_2,NA,NA
Demographic Surveys,clubs9_2,NA,NA
Demographic Surveys,clubs10_2,NA,NA
Demographic Surveys,semclasses1_2,NA,NA
Demographic Surveys,semclasses2_2,NA,NA
Demographic Surveys,semclasses3_2,NA,NA
Demographic Surveys,semclasses4_2,NA,NA
Demographic Surveys,semclasses5_2,NA,NA
Demographic Surveys,semclasses6_2,NA,NA
Demographic Surveys,semclasses7_2,NA,NA
Demographic Surveys,firstsemgpa_2,NA,NA
Demographic Surveys,major_2,NA,NA
Demographic Surveys,disabilitylearning_2,NA,NA
Demographic Surveys,disabilityphysical_2,NA,NA
Demographic Surveys,contactlens_2,NA,NA
Demographic Surveys,eyeglasses_2,NA,NA
Demographic Surveys,heighttotal_2,NA,NA
Demographic Surveys,weight_2,NA,NA
Demographic Surveys,health_2,NA,NA
Demographic Surveys,happy_2,NA,NA
Demographic Surveys,iamsomeonewho1_2,NA,NA
Demographic Surveys,iamsomeonewho2r_2,NA,NA
Demographic Surveys,iamsomeonewho3_2,NA,NA
Demographic Surveys,iamsomeonewho4_2,NA,NA
Demographic Surveys,iamsomeonewho5_2,NA,NA
Demographic Surveys,iamsomeonewho6r_2,NA,NA
Demographic Surveys,iamsomeonewho7_2,NA,NA
Demographic Surveys,iamsomeonewho8r_2,NA,NA
Demographic Surveys,iamsomeonewho9r_2,NA,NA
Demographic Surveys,iamsomeonewho10_2,NA,NA
Demographic Surveys,iamsomeonewho11_2,NA,NA
Demographic Surveys,iamsomeonewho12r_2,NA,NA
Demographic Surveys,iamsomeonewho13_2,NA,NA
Demographic Surveys,iamsomeonewho14_2,NA,NA
Demographic Surveys,iamsomeonewho15_2,NA,NA
Demographic Surveys,iamsomeonewho16_2,NA,NA
Demographic Surveys,iamsomeonewho17_2,NA,NA
Demographic Surveys,iamsomeonewho18r_2,NA,NA
Demographic Surveys,iamsomeonewho19_2,NA,NA
Demographic Surveys,iamsomeonewho20_2,NA,NA
Demographic Surveys,iamsomeonewho21r_2,NA,NA
Demographic Surveys,iamsomeonewho22_2,NA,NA
Demographic Surveys,iamsomeonewho23r_2,NA,NA
Demographic Surveys,iamsomeonewho24r_2,NA,NA
Demographic Surveys,iamsomeonewho25_2,NA,NA
Demographic Surveys,iamsomeonewho26_2,NA,NA
Demographic Surveys,iamsomeonewho27r_2,NA,NA
Demographic Surveys,iamsomeonewho28_2,NA,NA
Demographic Surveys,iamsomeonewho29_2,NA,NA
Demographic Surveys,iamsomeonewho30_2,NA,NA
Demographic Surveys,iamsomeonewho31r_2,NA,NA
Demographic Surveys,iamsomeonewho32_2,NA,NA
Demographic Surveys,iamsomeonewho33_2,NA,NA
